street,lat1,lng1,lat2,lng2
Edgar Avenue,42.395614,-71.0974869,42.395992,-71.097128
Shady Hill Square,42.379552,-71.108614,42.379629,-71.108765
Soldiers Field Road,42.372414,-71.127355,42.372552,-71.127503
Dr. Paul Dudley White Path,42.3645932,-71.138307,42.3646408,-71.1382252
Mystic Avenue,42.399877,-71.095323,42.4001794,-71.0958251
Fresh Pond Paths,42.3867069,-71.141466,42.3868783,-71.1415415
Cambridge Street,42.3758785,-71.1175601,42.3756153,-71.116218
Soldiers Field Road,42.363577,-71.140402,42.3634944,-71.1409647
Huron Avenue,42.380141,-71.144042,42.380253,-71.143505
Gerry's Landing Road,42.372114,-71.1348668,42.3718274,-71.1348379
Cambridge Street,42.371538,-71.08391,42.371438,-71.083127
Taylor Road,42.387497,-71.160182,42.387502,-71.160182
US 1,42.3701295,-71.0638361,42.3702113,-71.0635888
Thingvalla Avenue,42.376191,-71.154701,42.376164,-71.154349
Gateway Park,42.396053,-71.073764,42.39609,-71.0737
Brookline Street,42.3622782,-71.1029835,42.362326,-71.10294
Terminal Road,42.3919126,-71.1414017,42.3918556,-71.1415133
Cardinal Medeiros Avenue,42.370717,-71.089245,42.3707692,-71.0892163
Laurel Street,42.362923,-71.110745,42.363125,-71.110984
Vassar Street,42.353967,-71.107086,42.354083,-71.107071
Huron Avenue,42.379261,-71.150243,42.379196,-71.150011
Cambridge Street,42.3755773,-71.1159777,42.3755456,-71.1155314
Broadway,42.362492,-71.0839704,42.362704,-71.0842895
Cambridge Street,42.3739058,-71.1022207,42.3738987,-71.102099
Soldiers Field Road,42.3685255,-71.1304964,42.3686938,-71.1304288
Memorial Drive,42.36952,-71.117914,42.369583,-71.118118
Moreland Street,42.396639,-71.098206,42.397129,-71.097773
Dr. Paul Dudley White Path,42.3559057,-71.0754069,42.3560526,-71.0751607
Dr. Paul Dudley White Path,42.3640801,-71.1161963,42.3642008,-71.1162111
Putnam Avenue,42.3559828,-71.1055967,42.355935,-71.1055142
Longfellow Park,42.375564,-71.127124,42.375512,-71.127078
Soldiers Field Road,42.353996,-71.116897,42.354059,-71.117004
Frontage Road,42.3948581,-71.0975913,42.395029,-71.097853
SR 2,42.3539643,-71.1110045,42.3538391,-71.1108753
Berkeley Place,42.378377,-71.126479,42.3786186,-71.126166
Roseland Street,42.3867164,-71.1173928,42.3867589,-71.1180469
Monsignor O'Brien Highway,42.373441,-71.081608,42.37315,-71.081037
Rindge Avenue,42.3938933,-71.1385076,42.393861,-71.138131
Holworthy Street,42.377341,-71.150573,42.377476,-71.150594
Pleasant Street,42.3657563,-71.1061556,42.365376,-71.1066088
School Street,42.3639366,-71.0990984,42.3639703,-71.0990501
Governor Winthrop Road,42.395792,-71.086966,42.3949955,-71.0858825
Massachusetts Avenue,42.400907,-71.135799,42.400943,-71.135996
Dr. Paul Dudley White Path,42.3707695,-71.126678,42.37069,-71.126652
Memorial Drive,42.3606298,-71.0829406,42.360319,-71.0838847
Pilgrim Street,42.3613321,-71.1027357,42.3613577,-71.1027516
Temple Road,42.3955859,-71.0890647,42.3960405,-71.0884281
Hollis Street,42.393843,-71.1285,42.393924,-71.128364
Gerry's Landing Road,42.3716875,-71.1345119,42.3717771,-71.1345568
Shore Drive,42.3980429,-71.0899627,42.3978397,-71.0904209
Greenough Boulevard,42.3652925,-71.1448146,42.3654012,-71.1445445
Huron Avenue,42.379756,-71.151023,42.379595,-71.150792
Scott Street,42.379351,-71.109811,42.379613,-71.109508
Memorial Drive,42.3534422,-71.1064347,42.3534612,-71.1059798
Education Street,42.3694728,-71.0706368,42.3694864,-71.0705882
Jackson Place,42.3927989,-71.1350725,42.3928629,-71.1350643
Chatham Street,42.371517,-71.109156,42.371511,-71.109024
Memorial Drive,42.3565506,-71.1145377,42.3566648,-71.1146493
Mill Street,42.370967,-71.119148,42.370817,-71.119235
Norfolk Street,42.36969,-71.098315,42.369642,-71.098344
Nichols Place,42.375957,-71.109173,42.375919,-71.108558
River Street,42.364537,-71.106755,42.364557,-71.106679
Dr. Paul Dudley White Path,42.3713507,-71.1333634,42.3712157,-71.1332618
Greenough Boulevard,42.3712598,-71.1348373,42.3705336,-71.1348007
Soldiers Field Road,42.369253,-71.125873,42.3694342,-71.1261321
Sidney Street,42.358868,-71.104276,42.358379,-71.104864
Columbia Street,42.3657579,-71.0985647,42.3659006,-71.0984842
Mott Street,42.401811,-71.153427,42.401791,-71.153306
Bowdoin Street,42.382657,-71.120631,42.38306,-71.120958
US 1,42.3699885,-71.0643412,42.3700532,-71.0640988
Lexington Avenue,42.378084,-71.140364,42.37881,-71.140624
Assembly Square Drive,42.3916599,-71.0801932,42.3929963,-71.0805636
Storrow Drive,42.350709,-71.097819,42.350578,-71.095833
SR 2,42.3535231,-71.1104637,42.3536167,-71.1104373
Portland Street,42.36169,-71.094106,42.361845,-71.09393
Soldiers Field Road,42.3726907,-71.1299585,42.3725815,-71.1300716
Sparks Street,42.380449,-71.131749,42.380055,-71.131628
Putnam Avenue,42.367186,-71.11353,42.367741,-71.113508
Soldiers Field Road,42.355528,-71.118281,42.355288,-71.118206
Bristol Street,42.367786,-71.094041,42.367955,-71.0938
W Harrington Memorial Way,42.368995,-71.088877,42.369593,-71.088721
Massachusetts Avenue,42.375088,-71.119027,42.375057,-71.11895
Alwife Brook Parkway,42.4029048,-71.1350034,42.4030032,-71.1349337
Elm Street,42.3928151,-71.1202485,42.3928925,-71.1203145
Shady Hill Square,42.379629,-71.108765,42.379555,-71.108898
Dr. Paul Dudley White Path,42.3539659,-71.0813033,42.3539915,-71.0812371
Deerfield Street,42.35046,-71.097776,42.350596,-71.09775
Soldiers Field Road,42.360034,-71.117516,42.359866,-71.117501
Brookline Street,42.3551346,-71.1102601,42.3552779,-71.1101621
Alewife Brook Parkway,42.3977314,-71.1418965,42.397683,-71.1418802
Shady Hill Road,42.3718041,-71.1391495,42.3717976,-71.1390813
Alewife Brook Parkway,42.3909013,-71.1414338,42.391084,-71.14135
Soldiers Field Road,42.372633,-71.128559,42.372616,-71.12836
Cambridge Street,42.3721205,-71.0884634,42.3720966,-71.0882811
Porter Square,42.3880452,-71.1189312,42.3879773,-71.1189768
Hancock Street,42.370692,-71.106483,42.371315,-71.106062
Holworthy Place,42.377049,-71.149313,42.377124,-71.149355
Pacific Street,42.361219,-71.103969,42.3608723,-71.1033742
Alewife Greenway Path,42.3992924,-71.1414206,42.3989518,-71.1417425
Dr. Paul Dudley White Path,42.3685783,-71.1234366,42.3685366,-71.1233572
Talbot Street,42.356543,-71.104865,42.35652,-71.1048223
Soldiers Field Road,42.362331,-71.145318,42.362437,-71.145186
Cushing Street,42.379487,-71.152478,42.379327,-71.152443
Massachusetts Avenue,42.3729058,-71.1170897,42.3730503,-71.1176696
Larch Road,42.379694,-71.143299,42.379125,-71.143088
Dr. Paul Dudley White Path,42.3508387,-71.0956092,42.3508199,-71.0953231
Gateway Park,42.4018383,-71.0702661,42.4018106,-71.0704244
Norris Street,42.3958358,-71.1290247,42.396006,-71.1287431
Alewife Linear Park,42.3975853,-71.1369222,42.3976616,-71.1369193
Granite Street,42.3555802,-71.111319,42.3552598,-71.1107418
Kirkland Street,42.376556,-71.114542,42.376568,-71.114466
Memorial Drive,42.355614,-71.097063,42.3557917,-71.0965267
Main Street,42.3624033,-71.0861795,42.362326,-71.085167
Main Street,42.3621989,-71.0842301,42.3620602,-71.0834341
Hudson Street,42.3819986,-71.121049,42.382045,-71.120855
Tannery Brook Row,42.398395,-71.127944,42.398035,-71.127354
Pilgrim Street,42.3612271,-71.1025319,42.3612526,-71.1025639
Windsor Street,42.3638293,-71.0965992,42.3638654,-71.0965927
River Road,42.397248,-71.093041,42.397309,-71.093065
US 3;SR 2,42.373101,-71.133643,42.373353,-71.133386
Memorial Drive,42.3610679,-71.0812425,42.3611103,-71.0810948
Soldiers Field Road,42.369949,-71.126558,42.370141,-71.126646
Brattle Street,42.3763594,-71.1396801,42.376346,-71.139748
Cambridge Street,42.3719398,-71.0870892,42.3719131,-71.0868795
Beech Path,42.3870764,-71.1478742,42.3870189,-71.1477857
Crescent Street,42.382914,-71.114077,42.382987,-71.114265
Dr. Paul Dudley White Path,42.3723222,-71.1324773,42.3723287,-71.1324259
Marlboro Street,42.37589,-71.15747,42.376918,-71.156956
Alewife T Station Access Road,42.3947086,-71.1424361,42.39468,-71.1424162
Waterhouse Street,42.3777396,-71.1201912,42.377743,-71.120058
Charlestown Avenue,42.3699241,-71.0725019,42.3698086,-71.0726408
Bay State Road,42.387425,-71.138876,42.387453,-71.1386
Kennedy Road,42.377279,-71.134426,42.378103,-71.134666
Fawcett Street Extension,42.3929468,-71.1466935,42.3929069,-71.1465804
Memorial Drive,42.3572744,-71.0926267,42.3569208,-71.0936789
Soldiers Field Road,42.373032,-71.128612,42.373043,-71.128947
Greenough Boulevard,42.3652124,-71.1401308,42.3652753,-71.1399371
Webster Avenue,42.367128,-71.092485,42.3673201,-71.0925471
York Street,42.36997,-71.093206,42.369778,-71.092557
Hardwick Street,42.369723,-71.090059,42.3696658,-71.0898475
Florence Street,42.3581426,-71.1130356,42.3578191,-71.1124949
SR 16,42.3785883,-71.1471052,42.3786596,-71.1470543
Dr. Paul Dudley White Path,42.3716661,-71.1320635,42.3717164,-71.1321294
Cushing Street,42.377833,-71.152064,42.377431,-71.151956
Massachusetts Avenue,42.3654945,-71.1038679,42.365417,-71.103734
Garden Street,42.3752441,-71.1193887,42.3752216,-71.1193289
Mount Auburn Street,42.3750301,-71.137009,42.3750555,-71.1368225
Austin Street,42.3737836,-71.0689227,42.3738283,-71.068803
Main Street,42.3627267,-71.0901982,42.3627241,-71.0899496
Dr. Paul Dudley White Path,42.36063,-71.0815926,42.3606057,-71.0817404
Assembly Square Drive,42.3929764,-71.080691,42.391757,-71.0803407
Prescott Street,42.3720752,-71.114251,42.372693,-71.114064
Scott Street,42.379133,-71.110015,42.379351,-71.109811
Alewife Brook Parkway,42.3953553,-71.1405804,42.3949311,-71.1405487
Pearl Street,42.3565062,-71.1114735,42.3559861,-71.1120143
Berkeley Place,42.378094,-71.126995,42.378221,-71.126757
Holworthy Place,42.37659,-71.149179,42.376649,-71.149179
Massachusetts Avenue,42.369738,-71.112327,42.369737,-71.112325
Elm Street,42.3857578,-71.1135277,42.3860922,-71.1138132
Garden Street,42.383586,-71.128625,42.383729,-71.129004
Fresh Pond Lane,42.377402,-71.144144,42.377534,-71.144189
Garden Street,42.3755156,-71.1198501,42.3755374,-71.1199949
Cambridgepark Drive,42.3952068,-71.1405944,42.3950809,-71.140617
Dr. Paul Dudley White Path,42.3619295,-71.1488603,42.3618816,-71.1489281
SR 2,42.3557831,-71.1135077,42.3554021,-71.113078
University Road,42.351807,-71.110577,42.351673,-71.109934
Portland Street,42.3636099,-71.0933185,42.3638794,-71.0931657
Cambridge Street,42.3609891,-71.1174811,42.361006,-71.1174354
Concord Turnpike,42.3977437,-71.141623,42.3977943,-71.1417393
Greenough Boulevard,42.3655021,-71.139417,42.3655964,-71.1392436
Cambridge Street,42.370554,-71.0762119,42.3705711,-71.076092
Huron Avenue,42.382256,-71.157935,42.38224,-71.157885
Mellen Street,42.380836,-71.119776,42.380791,-71.118521
Avon Hill Street,42.38584,-71.125053,42.385619,-71.124924
Minuteman Bikeway,42.400799,-71.1450269,42.4007067,-71.1448864
Carver Street,42.381513,-71.112142,42.381774,-71.112459
Dr. Paul Dudley White Path,42.3521463,-71.089279,42.3521697,-71.0890803
Bailey Road,42.3943583,-71.0861408,42.3943653,-71.0861824
Soldiers Field Road,42.3617098,-71.146,42.3619922,-71.1456943
Dr. Paul Dudley White Path,42.3645199,-71.1161334,42.3649762,-71.1161115
Vassar Street,42.354149,-71.107033,42.354193,-71.10697
Austin Street,42.3732964,-71.0697709,42.3724596,-71.0704816
Gerry's Landing Road,42.3743817,-71.1366024,42.3745127,-71.1369654
New Street,42.388424,-71.140474,42.388631,-71.140313
Porter Square,42.3881566,-71.1190123,42.388091,-71.1190573
Harvard Street,42.365511,-71.094128,42.365191,-71.093381
Soldiers Field Road,42.359766,-71.117394,42.35993,-71.117404
Alewife Greenway Path,42.3987458,-71.1420644,42.3985913,-71.1422414
Grove Avenue,42.3562775,-71.1061065,42.356598,-71.105758
Dr. Paul Dudley White Path,42.3545086,-71.0802493,42.3545416,-71.0801586
Old Dee Road,42.375987,-71.144925,42.375987,-71.144873
Montague Street,42.362595,-71.112556,42.362877,-71.112697
Putnam Avenue,42.369742,-71.11339,42.370098,-71.113348
Concord Avenue,42.380285,-71.127285,42.380049,-71.126847
Mellen Street,42.380791,-71.118521,42.380751,-71.117653
Alewife Brook Parkway,42.390179,-71.1421118,42.390099,-71.1421774
Eastern States Road,42.390944,-71.152654,42.39099,-71.152617
Grove Street,42.386386,-71.160488,42.386436,-71.160571
River Road,42.397309,-71.093065,42.39738,-71.093065
Russell Street,42.393104,-71.12192,42.3934,-71.121504
Franklin Street,42.368297,-71.112709,42.3677647,-71.1110854
Soldiers Field Road,42.36257,-71.145189,42.3624235,-71.1453714
US 3;SR 2,42.372969,-71.133879,42.373101,-71.133643
Harvard Street,42.3682951,-71.1017379,42.368115,-71.101223
Soldiers Field Road,42.3659861,-71.1180538,42.365491,-71.118029
Glenn Road,42.388932,-71.159509,42.38895,-71.159439
Fresh Pond Paths,42.3848198,-71.1412369,42.3847995,-71.1412229
Soldiers Field Road,42.365239,-71.118039,42.364571,-71.118039
Grove Street,42.382554,-71.157977,42.382666,-71.158016
Concord Turnpike,42.3994637,-71.1479543,42.3993481,-71.1475971
Holden Street,42.379371,-71.109204,42.379613,-71.109508
Richdale Avenue,42.388234,-71.121463,42.388113,-71.121385
Walden Square Road,42.389269,-71.132635,42.389287,-71.132146
Brattle Street,42.377523,-71.132059,42.377525,-71.132433
Fayette Street,42.371717,-71.103951,42.372588,-71.103196
Alewife Greenway Path,42.4003343,-71.1388833,42.4002867,-71.1393392
Washington Street,42.386499,-71.161061,42.3865,-71.160832
Beech Path,42.3879124,-71.1488049,42.3878609,-71.1487272
Columbia Street,42.369932,-71.096198,42.370779,-71.095705
Willow Avenue,42.3990326,-71.11344,42.400092,-71.112711
Cardinal Medeiros Avenue,42.3672459,-71.0912184,42.3676813,-71.090968
Washington Street,42.386425,-71.17259,42.386486,-71.172128
Cambridge Street,42.3749681,-71.1104053,42.374929,-71.110068
Gateway Park,42.4016561,-71.070942,42.4016185,-71.0711459
Alewife Brook Parkway,42.3949311,-71.1405487,42.3947468,-71.1405338
Minuteman Bikeway,42.3973135,-71.1433304,42.3972526,-71.1432737
Larch Road,42.37647,-71.142111,42.375892,-71.142081
Minuteman Bikeway,42.3991383,-71.1443188,42.3990136,-71.1442606
Waterhouse Street,42.3777883,-71.1203537,42.3777396,-71.1201912
First Street,42.3645458,-71.0783537,42.3650954,-71.0782211
Leverett Connector,42.3745939,-71.0723622,42.374779,-71.0726028
Fellsway,42.395506,-71.085038,42.395809,-71.0849083
Massachusetts Avenue,42.36933,-71.111162,42.369176,-71.110734
Elm Street,42.381006,-71.165922,42.380973,-71.165747
Broadway,42.371315,-71.106062,42.371195,-71.10575
Massachusetts Avenue,42.394623,-71.127185,42.3944855,-71.1270603
Jackson Place,42.3934896,-71.1351749,42.3936236,-71.1351827
Norfolk Street,42.3652327,-71.1012764,42.3651733,-71.1013112
Soldiers Field Road,42.353078,-71.115223,42.35343,-71.115874
Fitchburg Cutoff Path,42.3960243,-71.1586565,42.3960244,-71.1586973
Cushing Street,42.379782,-71.152481,42.379642,-71.152491
Acorn Park,42.3987141,-71.146409,42.3987851,-71.1463739
Earle Street,42.3753738,-71.0907526,42.3753854,-71.09076
Beacon Street,42.3762374,-71.1038743,42.3765543,-71.104269
Coolidge Hill,42.373467,-71.138932,42.373637,-71.13892
Dr. Paul Dudley White Path,42.3539257,-71.1165605,42.3524277,-71.1138095
Massachusetts Avenue,42.378455,-71.120035,42.378938,-71.119982
Blakeslee Street,42.380514,-71.135998,42.380436,-71.135359
Soldiers Field Road,42.369279,-71.130254,42.369616,-71.1301935
Dr. Paul Dudley White Path,42.3549329,-71.0986717,42.3549456,-71.0988004
Washington Street,42.3786231,-71.1048256,42.3788389,-71.10402
Fresh Pond Bikeway,42.3874482,-71.1426144,42.3875993,-71.1428581
Washington Street,42.386473,-71.161895,42.386476,-71.161589
Massachusetts Avenue,42.395638,-71.128332,42.395311,-71.127971
Day Street,42.395838,-71.123129,42.3962403,-71.1223991
Fitchburg Cutoff Path,42.3961968,-71.1440716,42.3962309,-71.1440926
Norfolk Street,42.367805,-71.099511,42.367575,-71.099657
Hammond Street,42.380809,-71.115226,42.380801,-71.114541
Dr. Paul Dudley White Path,42.3597825,-71.0726977,42.3598659,-71.0726812
Dr. Paul Dudley White Path,42.3509343,-71.0969807,42.3508853,-71.09627
Dr. Paul Dudley White Path,42.3588783,-71.1157221,42.3602165,-71.115911
Banks Street,42.36575,-71.114854,42.365868,-71.114821
Dr. Paul Dudley White Path,42.3600437,-71.1172255,42.3597377,-71.1172215
Broadway,42.3622523,-71.0834613,42.3623153,-71.0836507
Garden Street,42.37644,-71.122026,42.3763705,-71.121876
Shaler Lane,42.375799,-71.131468,42.375821,-71.131497
Alewife T Station Access Road,42.3956068,-71.1428647,42.3955927,-71.1428593
Soldiers Field Road,42.363687,-71.139136,42.3637971,-71.1386062
Elmwood Avenue,42.376128,-71.137372,42.376402,-71.137259
Vassar Street,42.3567107,-71.1020293,42.355929,-71.1036085
Hemlock Road,42.380332,-71.132721,42.380376,-71.132652
Lakeview Avenue,42.377651,-71.138861,42.378181,-71.139046
Willard Street,42.375375,-71.128303,42.37561,-71.12822
Dr. Paul Dudley White Path,42.3637549,-71.1416048,42.3637628,-71.1415458
Upland Road,42.3881085,-71.1198995,42.388148,-71.1195664
Larchwood Drive,42.377061,-71.145525,42.377268,-71.145648
Third Street,42.3675835,-71.0812098,42.3676763,-71.0811024
Third Street,42.3723549,-71.0794638,42.3724522,-71.0793707
Soldiers Field Road,42.359592,-71.117506,42.359408,-71.117534
Waverly Street,42.3558719,-71.1055829,42.355935,-71.1055142
Willow Street,42.370804,-71.09282,42.37064,-71.092936
Dr. Paul Dudley White Path,42.3685849,-71.1236834,42.368615,-71.1236147
Coolidge Hill,42.373162,-71.139068,42.373248,-71.138913
Birch Street,42.387322,-71.138908,42.387079,-71.139088
Fresh Pond Parkway,42.374992,-71.138965,42.3748049,-71.1384706
Massachusetts Avenue,42.367621,-71.107337,42.367427,-71.107015
Massachusetts Avenue,42.377956,-71.120077,42.378165,-71.12006
Fresh Pond Paths,42.3850244,-71.1416518,42.3849583,-71.1414231
Concord Avenue,42.3909783,-71.1572658,42.3909821,-71.1573884
Cedar Street,42.3945302,-71.1107146,42.3952273,-71.1102205
Buena Vista Park,42.388451,-71.12444,42.388741,-71.124334
Mount Auburn Street,42.3738825,-71.1243645,42.3737965,-71.1241165
Leverett Connector,42.3750894,-71.0731172,42.3749177,-71.0729017
US 3;SR 2,42.3732413,-71.1338299,42.373225,-71.133968
North Point Boulevard,42.3694081,-71.069229,42.3693698,-71.069276
Magazine Street,42.359123,-71.111067,42.3596336,-71.1105057
Western Avenue,42.362031,-71.142873,42.3620981,-71.1425111
Alwife Brook Parkway,42.4023712,-71.1353353,42.402536,-71.1352237
Greenough Boulevard,42.3695667,-71.1348171,42.3692865,-71.1348736
Birch Street,42.387425,-71.138876,42.387376,-71.138876
Massachusetts Avenue,42.3733632,-71.1185903,42.3734137,-71.1186478
Cedar Street,42.393601,-71.13081,42.394226,-71.130822
Cambridgepark Drive,42.3945917,-71.1421386,42.3945922,-71.1420844
Jackson Circle,42.3919292,-71.1358645,42.3919121,-71.1358471
Dr. Paul Dudley White Path,42.3639016,-71.1401323,42.3639006,-71.1400545
Beacon Street,42.384956,-71.114613,42.385428,-71.115206
Edward Street,42.400588,-71.102451,42.4004293,-71.1022463
Massachusetts Avenue,42.392252,-71.124542,42.391959,-71.124233
Irving Street,42.379058,-71.111062,42.378637,-71.110939
Dr. Paul Dudley White Path,42.3531647,-71.0843502,42.3531764,-71.084258
Dr. Paul Dudley White Path,42.3545416,-71.0801586,42.3545672,-71.0800852
Huron Avenue,42.385216,-71.126767,42.385377,-71.126338
Land Boulevard,42.3623378,-71.0788592,42.3620694,-71.0788808
Greenough Boulevard,42.3692865,-71.1348736,42.3690732,-71.1349419
Reservoir Street,42.382208,-71.135622,42.382523,-71.13555
Fawcett Street,42.3896386,-71.146021,42.3898849,-71.1460346
Franklin Street,42.3651481,-71.1062118,42.3648887,-71.1057996
Broadway,42.3638496,-71.087234,42.3629639,-71.0851489
Beacon Street,42.3785117,-71.1066579,42.3788851,-71.1071092
Brighton Street,42.399064,-71.16231,42.399206,-71.162397
Dr. Paul Dudley White Path,42.3620188,-71.0783391,42.3615368,-71.0784335
Columbia Street,42.369683,-71.096339,42.369932,-71.096198
Fresh Pond Parkway,42.379233,-71.144387,42.379394,-71.144437
Vassal Lane,42.382523,-71.13555,42.382318,-71.135359
Dr. Paul Dudley White Path,42.3681461,-71.1316917,42.3682866,-71.1315291
Concord Avenue,42.3901305,-71.1507489,42.3903876,-71.1527651
Brighton Street,42.3953477,-71.1586299,42.3954367,-71.1586594
Webster Avenue,42.375283,-71.095062,42.375462,-71.095116
Mount Auburn Street,42.3746896,-71.1305739,42.3746294,-71.1298671
SR 2,42.3535791,-71.1105577,42.3535201,-71.1105437
Dr. Paul Dudley White Path,42.3631076,-71.1448205,42.3631246,-71.1447957
US 3;SR 2,42.373289,-71.1336394,42.3732413,-71.1338299
I 93,42.371874,-71.067064,42.3722157,-71.0676114
Vineyard Street,42.378899,-71.153761,42.378844,-71.153173
Galileo Galilei Way,42.366062,-71.089022,42.3659455,-71.0891202
Dr. Paul Dudley White Path,42.3732313,-71.1291925,42.3732114,-71.1290158
Soldiers Field Road,42.3665452,-71.1181266,42.366423,-71.118087
Alewife Brook Parkway,42.3884356,-71.1437784,42.3883501,-71.1437491
Remington Street,42.371075,-71.113497,42.3708614,-71.1138793
Miller's River Littoral Way,42.3718554,-71.0656038,42.3717394,-71.0656793
Burch Street,42.402299,-71.14777,42.402863,-71.147982
Huron Avenue,42.3806318,-71.1535318,42.3805936,-71.1533844
Tyler Court,42.397928,-71.131816,42.398197,-71.131417
Dr. Paul Dudley White Path,42.3647067,-71.0718241,42.3647729,-71.0716459
Fayerweather Street,42.385572,-71.134758,42.385411,-71.135022
Massachusetts Avenue,42.3917298,-71.123927,42.3915614,-71.1236856
Magazine Street,42.3630722,-71.1067089,42.363163,-71.106607
Hamilton Road,42.392678,-71.159072,42.393087,-71.158968
Pleasant Street,42.3617379,-71.1109105,42.3620553,-71.1105291
Medford Street,42.396397,-71.103657,42.396898,-71.104047
Beacon Street,42.385734,-71.115572,42.385806,-71.115663
Alewife Brook Parkway,42.3972277,-71.1413044,42.3971702,-71.1412619
Dr. Paul Dudley White Path,42.3554387,-71.1180005,42.3548607,-71.1177005
Dr. Paul Dudley White Path,42.3652307,-71.1397155,42.3651489,-71.1398906
Windsor Street,42.366326,-71.095743,42.366787,-71.095568
Broadway,42.375516,-71.115638,42.375307,-71.115238
Alewife Brook Parkway,42.4000794,-71.1371428,42.400141,-71.136992
Fresh Pond Parkway,42.382737,-71.14299,42.383016,-71.142735
Blanchard Road,42.387531,-71.157688,42.387716,-71.157636
Concord Turnpike,42.3974995,-71.1413741,42.3975774,-71.141435
Grove Street,42.377453,-71.158799,42.377754,-71.158854
I 93,42.397353,-71.090975,42.396647,-71.090033
Gateway Park,42.396241,-71.074069,42.396129,-71.073987
Malcolm Road,42.381656,-71.139696,42.381782,-71.13899
Walker Street,42.380991,-71.12294,42.381303,-71.123173
Pacific Street,42.3608723,-71.1033742,42.3605952,-71.1028835
Upland Road,42.386608,-71.126176,42.386796,-71.125594
Soldiers Field Road,42.36796,-71.122656,42.3678856,-71.1223418
Huron Avenue,42.38224,-71.157885,42.382212,-71.157792
Coolidge Hill,42.3722582,-71.1394179,42.37229,-71.1392513
Dr. Paul Dudley White Path,42.3625343,-71.1161695,42.3634142,-71.1161883
Thorndike Street,42.369482,-71.078913,42.3692641,-71.0772448
Dr. Paul Dudley White Path,42.3706014,-71.130981,42.3706644,-71.1310214
Greenough Boulevard,42.3658409,-71.1388665,42.366145,-71.1384858
Edmunds Street,42.3982327,-71.132451,42.398688,-71.132439
Little John Street,42.401623,-71.151192,42.401657,-71.151259
Cambridge Street,42.371338,-71.08236,42.37123,-71.081503
Ivy Street,42.385344,-71.133897,42.386052,-71.1333429
Hampshire Street,42.3654261,-71.0911484,42.3655392,-71.0910574
Old Dee Road,42.376134,-71.14507,42.376105,-71.145082
Larchwood Drive,42.378556,-71.146084,42.378577,-71.146063
Massachusetts Avenue,42.381275,-71.119848,42.380837,-71.119906
Berkshire Street,42.369405,-71.091398,42.369665,-71.091253
Dr. Paul Dudley White Path,42.3519644,-71.0908399,42.3520314,-71.0902855
Soldiers Field Road,42.365137,-71.134435,42.3652798,-71.1341103
Dr. Paul Dudley White Path,42.362905,-71.077944,42.3628753,-71.0779726
Fenno Street,42.38513,-71.130263,42.385333,-71.129659
Moulton Street,42.3918591,-71.1479119,42.3919041,-71.1479549
North Point Boulevard,42.371034,-71.0729286,42.3710558,-71.0730367
Concord Turnpike,42.4022312,-71.1557973,42.4015781,-71.1544265
Earle Street,42.3744589,-71.090918,42.3745854,-71.0908896
Portland Street,42.3630748,-71.0936029,42.3634315,-71.0934178
US 1,42.3702171,-71.0647294,42.3701577,-71.0648913
Bent Street,42.3678204,-71.0878019,42.367826,-71.087847
Soldiers Field Road,42.3622888,-71.1455195,42.3621685,-71.145654
Massachusetts Avenue,42.375036,-71.118838,42.375043,-71.118754
Linnaean Street,42.3822391,-71.1262467,42.3824226,-71.1258693
Dr. Paul Dudley White Path,42.3675525,-71.0738357,42.367496,-71.0738236
Dr. Paul Dudley White Path,42.3622073,-71.1484685,42.362077,-71.1486621
Fitchburg Cutoff Path,42.3962309,-71.1440926,42.3962481,-71.1441492
Livermore Place,42.37099,-71.095175,42.370837,-71.094682
Pemberton Street,42.390704,-71.129872,42.390689,-71.129766
Dr. Paul Dudley White Path,42.3685901,-71.1239158,42.3685794,-71.1238266
Amherst Street,42.356393,-71.09782,42.356384,-71.097912
Garden Street,42.386182,-71.136535,42.3862908,-71.1362714
Belmont Street,42.374888,-71.151492,42.3748648,-71.1513164
Cambridge Street,42.3708552,-71.0785958,42.3708012,-71.0781679
Holland Street,42.40243,-71.126783,42.402877,-71.126996
Massachusetts Avenue,42.3945504,-71.1269555,42.394683,-71.127098
Sidney Street,42.3626852,-71.0998774,42.3628587,-71.0996924
Dr. Paul Dudley White Path,42.365265,-71.1373656,42.3653027,-71.1372985
Storrow Drive,42.35163,-71.107927,42.351824,-71.109713
Sacramento Street,42.382547,-71.114593,42.382549,-71.114104
I 93,42.3745976,-71.0719391,42.3747459,-71.0721843
Dr. Paul Dudley White Path,42.3680888,-71.1317638,42.3681461,-71.1316917
Grove Street,42.365573,-71.1455126,42.3655964,-71.1454714
C Street,42.3952999,-71.0781248,42.3950882,-71.0795631
Kinnaird Street,42.366816,-71.110411,42.366977,-71.110761
Dr. Paul Dudley White Path,42.3585104,-71.1156535,42.3588783,-71.1157221
Kinnaird Street,42.363722,-71.108772,42.363846,-71.108841
Soldiers Field Road,42.3649302,-71.1352336,42.3648384,-71.1354771
Beech Path,42.3871616,-71.1480056,42.3870764,-71.1478742
Fulkerson Street,42.3666468,-71.0881667,42.3666864,-71.0881485
Leverett Connector,42.3809983,-71.0775826,42.3808067,-71.0776409
Mount Auburn Street,42.3732095,-71.122531,42.3730812,-71.1221685
Memorial Drive,42.370471,-71.123708,42.370672,-71.123923
