street,lat1,lng1,lat2,lng2
Ames Street,42.3630952,-71.0880297,42.3631476,-71.0879965
Madison Street,42.382338,-71.129072,42.382733,-71.128595
Sacramento Street,42.382583,-71.117247,42.382577,-71.116961
Rindge Avenue,42.3937742,-71.1370834,42.393767,-71.136998
Soldiers Field Road,42.357126,-71.118283,42.356931,-71.118336
Greenough Boulevard,42.3657081,-71.1390614,42.3658409,-71.1388665
Vassar Street,42.3559731,-71.1032998,42.3572289,-71.1007506
Broadway,42.3921003,-71.0925362,42.3919935,-71.0923564
Gerry's Landing Road,42.3713266,-71.1347744,42.3711811,-71.1346874
Dresden Circle,42.394922,-71.120308,42.394721,-71.119954
Terminal Road,42.3915204,-71.1416651,42.3914625,-71.1417432
Spring Street,42.369767,-71.086613,42.3696989,-71.0860062
Fresh Pond Parkway,42.3854291,-71.1412534,42.3857381,-71.1411905
Fitchburg Cutoff Path,42.3959877,-71.1587619,42.3959807,-71.1588218
Binney Street,42.3649734,-71.0772127,42.3650597,-71.0773831
Gray Gardens West,42.383221,-71.128431,42.383419,-71.128308
Fresh Pond Paths,42.384916,-71.1413083,42.3848865,-71.141276
Elmer Street,42.365425,-71.114287,42.365695,-71.114205
Greenough Boulevard,42.3653647,-71.1449657,42.365322,-71.145064
Dr. Paul Dudley White Path,42.3544998,-71.1117463,42.3546767,-71.1119845
Dr. Paul Dudley White Path,42.3697899,-71.1263171,42.3697192,-71.1262354
Third Street,42.3682948,-71.0805599,42.3683335,-71.0805332
Mount Auburn Street,42.3748349,-71.1389119,42.3748176,-71.1386887
Community Path over Gilmore Bridge,42.3708794,-71.0718232,42.369966,-71.0725794
Hubbard Park Road,42.376815,-71.132383,42.376814,-71.132043
Richardson Terrace,42.3956955,-71.1051842,42.3962,-71.1048
Loomis Street,42.393541,-71.155543,42.393519,-71.155399
US 1,42.3706225,-71.0626553,42.3707411,-71.062445
Dr. Paul Dudley White Path,42.3662014,-71.1363222,42.3662411,-71.1362471
Gateway Park,42.398609,-71.073979,42.398445,-71.074082
Acorn Park,42.3978482,-71.1479391,42.3978497,-71.1477791
Soldiers Field Road,42.367738,-71.120706,42.367728,-71.120234
Cambridge Street,42.375203,-71.112266,42.3752,-71.112242
Brattle Street,42.3755904,-71.1435836,42.3757388,-71.1428413
Memorial Drive,42.373964,-71.132601,42.374075,-71.13239
Harvard Street,42.366696,-71.096912,42.366529,-71.096548
Storrow Drive,42.350853,-71.094315,42.3507813,-71.094544
Soldiers Field Road,42.3619922,-71.1456943,42.3621661,-71.145506
Inman Place,42.3699154,-71.1038558,42.3697407,-71.1033731
Henry Street,42.3559,-71.109577,42.3561256,-71.1099886
Medford Street,42.394691,-71.102278,42.39519,-71.102708
Dr. Paul Dudley White Path,42.364401,-71.1426495,42.3644248,-71.1425758
Windsor Street,42.3743371,-71.0928573,42.3745126,-71.0929519
Cottage Street,42.3624165,-71.1056221,42.3630722,-71.1067089
Dr. Paul Dudley White Path,42.3721551,-71.1252688,42.3726426,-71.1258455
Hampshire Street,42.3729983,-71.0999442,42.3733994,-71.1004214
Verdun Street,42.391266,-71.130934,42.391267,-71.130692
Charlestown Avenue,42.3721112,-71.0707409,42.371805,-71.0709526
Massachusetts Avenue,42.3604354,-71.0953521,42.3603328,-71.0951765
Leverett Connector,42.373814,-71.071319,42.3734225,-71.0706733
Morrison Court,42.399183,-71.131016,42.398973,-71.130612
Church Street,42.3743394,-71.1205189,42.3743711,-71.1204245
Dr. Paul Dudley White Path,42.3654869,-71.1371897,42.3655446,-71.137157
Waverly Street,42.35531,-71.106195,42.3558719,-71.1055829
Berkshire Place,42.368334,-71.091642,42.3680388,-71.0907622
Soldiers Field Road,42.3661584,-71.1180521,42.3659861,-71.1180538
Alewife Reservation Path,42.3973719,-71.1452641,42.397384,-71.1450811
Banks Street,42.369746,-71.114592,42.369768,-71.114589
Broadway,42.3735479,-71.111685,42.3731946,-71.1108239
Magnolia Avenue,42.376754,-71.106571,42.3767583,-71.1067132
Magazine Street,42.360407,-71.109654,42.360755,-71.109259
Linnaean Street,42.384663,-71.120352,42.38483,-71.119464
Oxford Avenue,42.375818,-71.156561,42.376899,-71.156025
Huron Avenue,42.381226,-71.138341,42.381243,-71.138136
Massachusetts Avenue,42.3870229,-71.1192171,42.3868267,-71.1192332
Everett Street,42.363175,-71.135331,42.363243,-71.13532
Dr. Paul Dudley White Path,42.3672373,-71.1342507,42.3672779,-71.1341024
Coolidge Hill Road,42.3742079,-71.1383315,42.3741346,-71.1383993
Everett Street,42.379915,-71.118516,42.379875,-71.11781
Trull Street,42.39307,-71.105014,42.394088,-71.104305
Cambridgepark Drive,42.3948535,-71.140731,42.394801,-71.140818
College Avenue,42.398132,-71.121312,42.398264,-71.121228
Dr. Paul Dudley White Path,42.3524368,-71.0870111,42.3525624,-71.0865187
Monsignor O'Brien Highway,42.3667895,-71.0682757,42.3668444,-71.0683603
Nashua Street,42.3654726,-71.0641153,42.3656082,-71.0640978
Emily Street,42.359393,-71.103613,42.359734,-71.104194
McGrath Highway,42.37378,-71.081994,42.3746562,-71.0838545
Miller's River Littoral Way,42.3721954,-71.065332,42.3719806,-71.065514
Cambridge Street,42.3697485,-71.0740682,42.3698404,-71.0743305
SR 2,42.355085,-71.112563,42.3547996,-71.1120394
State Street,42.3625237,-71.0966863,42.3624981,-71.0963763
Berkeley Street,42.37751,-71.124318,42.37723,-71.123943
Cowperthwaite Street,42.36885,-71.115527,42.368743,-71.115125
Shady Hill Road,42.3717976,-71.1390813,42.3717508,-71.1390379
Hubbard Avenue,42.388466,-71.126285,42.388338,-71.125425
Gray Gardens West,42.383095,-71.129065,42.38313,-71.129163
Memorial Drive,42.354846,-71.100323,42.354672,-71.100787
Brighton Street,42.399206,-71.162397,42.399647,-71.162633
Memorial Drive,42.373287,-71.126579,42.373391,-71.12674
Brookford Street,42.398648,-71.134259,42.39955,-71.134258
SR 2,42.3536849,-71.1106652,42.3536425,-71.1106092
Gateway Park,42.396443,-71.073718,42.39646,-71.073677
Acorn Street,42.35708,-71.109583,42.357826,-71.108816
Cambridgeside Place,42.3672248,-71.0777224,42.3669652,-71.0755568
Dr. Paul Dudley White Path,42.3573476,-71.0740924,42.3574307,-71.0740539
Massachusetts Turnpike,42.3520329,-71.1138215,42.3522676,-71.114285
Fresh Pond Parkway,42.377642,-71.142459,42.377705,-71.142848
Porter Square,42.3882075,-71.1190407,42.3882314,-71.1190235
Dudley Street,42.395687,-71.136294,42.395707,-71.135269
SR 2,42.3545268,-71.1116617,42.354304,-71.111454
Gerry's Landing Road,42.3727729,-71.134402,42.3728198,-71.1344105
Aberdeen Avenue,42.377491,-71.146915,42.376887,-71.146613
Flagg Street,42.367737,-71.114017,42.367749,-71.114729
Tremont Street,42.3722381,-71.0976583,42.3714892,-71.0981074
Dr. Paul Dudley White Path,42.3732114,-71.1290158,42.3731898,-71.128896
Broadway,42.3992993,-71.1103578,42.3992236,-71.1101272
Broadway,42.367111,-71.095419,42.3668839,-71.0948683
Erie Street,42.360906,-71.109086,42.360057,-71.107667
Massachusetts Avenue,42.390604,-71.121712,42.390524,-71.121538
North Harvard Street,42.3684213,-71.1236259,42.3684501,-71.1236016
Nashua Street,42.3663293,-71.0640532,42.3663978,-71.0640913
Eliot Street,42.3721362,-71.1217393,42.3722513,-71.121809
Fawcett Street,42.3891562,-71.145997,42.3896386,-71.146021
Vassal Lane,42.382883,-71.13618,42.382722,-71.135819
Boston Avenue,42.398928,-71.110909,42.399507,-71.111316
Dr. Paul Dudley White Path,42.3683413,-71.1314703,42.3684905,-71.1313274
Main Street,42.3633322,-71.0983608,42.3632629,-71.0975111
Fitchburg Cutoff Path,42.3960244,-71.1586973,42.3960062,-71.1587409
Broadway,42.3634962,-71.0861087,42.3636706,-71.0865208
Dr. Paul Dudley White Path,42.3707063,-71.1330765,42.3705729,-71.1334272
Springfield Street,42.3751983,-71.0999996,42.3755944,-71.099837
Holworthy Street,42.37948,-71.151695,42.379575,-71.151702
Dr. Paul Dudley White Path,42.370093,-71.1234179,42.3702685,-71.1236393
Harold Place,42.363608,-71.098079,42.3635742,-71.0974813
C Street,42.3954062,-71.077402,42.3952999,-71.0781248
Alewife Brook Parkway,42.3971702,-71.1412619,42.3971262,-71.1412231
Walden Street,42.388338,-71.125425,42.388912,-71.125026
Rice Street,42.394283,-71.12964,42.393922,-71.130247
Fitchburg Cutoff Path,42.3955368,-71.1435894,42.3955537,-71.1436775
Glenn Road,42.388958,-71.15855,42.388952,-71.158249
Vassar Street,42.3626906,-71.0901183,42.3625549,-71.0901622
I 93,42.395193,-71.087701,42.395662,-71.088339
Memorial Drive,42.371979,-71.12494,42.372219,-71.125187
Ellery Street,42.3747066,-71.1083501,42.3735521,-71.1091889
Greenough Boulevard,42.365024,-71.1453247,42.3651186,-71.1451725
Memorial Drive,42.366012,-71.115911,42.3661728,-71.1159128
Gateway Park,42.4004954,-71.0721249,42.4004538,-71.0722161
Milton Street,42.3934816,-71.1230632,42.3930569,-71.1237241
Massachusetts Turnpike,42.3544547,-71.1178894,42.3546767,-71.1180611
Garden Street,42.384443,-71.130722,42.384343,-71.130552
Broadway,42.364812,-71.0893354,42.3648462,-71.0894626
Fresh Pond Lane,42.378267,-71.144908,42.378417,-71.145023
Washington Street,42.386041,-71.165593,42.385999,-71.165259
Hillside Place,42.38584,-71.125053,42.386017,-71.124424
Storrow Drive,42.35065,-71.095567,42.3506683,-71.0960036
Columbia Street,42.3663207,-71.0982482,42.3663782,-71.0981945
Sozio Rotary,42.3868458,-71.1410976,42.3868307,-71.1411317
Third Street,42.3704046,-71.079995,42.3710152,-71.0798505
Dr. Paul Dudley White Path,42.3695995,-71.1218139,42.3696069,-71.1219488
University Road,42.351673,-71.109934,42.351592,-71.109628
Massachusetts Avenue,42.382222,-71.119739,42.382178,-71.119743
College Avenue,42.397471,-71.1216877,42.3975453,-71.1216501
Dr. Paul Dudley White Path,42.3653941,-71.1372189,42.3654345,-71.137202
Coolidge Avenue,42.3748017,-71.1397526,42.3749343,-71.1397166
Dr. Paul Dudley White Path,42.3567233,-71.1147981,42.356826,-71.1148988
Washington Street,42.386402,-71.167535,42.386386,-71.167357
Dr. Paul Dudley White Path,42.360928,-71.0788713,42.3608265,-71.0790429
US 1,42.3699135,-71.0657799,42.3698866,-71.0659705
Massachusetts Avenue,42.3738105,-71.1188477,42.3740858,-71.118871
Blakeslee Street,42.380445,-71.135194,42.380459,-71.135172
Morgan Street,42.380964,-71.108388,42.380496,-71.109095
West Kendall Street,42.3646627,-71.0818355,42.3643083,-71.0819259
Dr. Paul Dudley White Path,42.3657367,-71.1370236,42.3657853,-71.1369834
Washington Street,42.379425,-71.1004818,42.379366,-71.1001239
Rollins Court,42.361567,-71.104346,42.361897,-71.104005
Embankment Road,42.365774,-71.0693016,42.3656333,-71.0694363
Third Street,42.3722678,-71.0795318,42.3723549,-71.0794638
Otis Street,42.370421,-71.080779,42.3703152,-71.0800043
Marney Street,42.370665,-71.090658,42.370398,-71.08977
Elm Street,42.380846,-71.164156,42.380823,-71.163816
Elm Street,42.370475,-71.096875,42.371159,-71.096461
Gateway Park,42.398035,-71.074208,42.397955,-71.07422
Dr. Paul Dudley White Path,42.3730995,-71.13043,42.3731559,-71.1302357
Soldiers Field Road,42.373024,-71.129217,42.37295,-71.129478
Wyman Road,42.381095,-71.132381,42.381194,-71.131997
Minuteman Bikeway,42.3993196,-71.1446139,42.3992942,-71.1445438
Columbus Avenue,42.3996146,-71.13761,42.3998271,-71.1372016
Albany Street,42.3574512,-71.103282,42.3574689,-71.1032135
Acorn Park,42.3979264,-71.1530773,42.3978769,-71.152917
Soldiers Field Road,42.356638,-71.118386,42.356446,-71.118403
Boulevard Road,42.4005454,-71.1381944,42.400594,-71.137993
Fresh Pond Bikeway,42.3878014,-71.1431229,42.3878675,-71.1432742
Fresh Pond Paths,42.3807969,-71.1447654,42.381081,-71.1447259
Washburn Terrace,42.399754,-71.130539,42.399709,-71.130249
Garden Street,42.3866113,-71.1351571,42.3866113,-71.1350783
Cambridge Parkway Bike Path,42.3678022,-71.0742809,42.3678438,-71.0742783
Massachusetts Avenue,42.403043,-71.13882,42.402774,-71.1385
Robinson Street,42.383417,-71.126939,42.383611,-71.126506
Edward Street,42.4001627,-71.1019047,42.399593,-71.10118
Amory Place,42.370456,-71.101981,42.370297,-71.101566
Concord Avenue,42.3918276,-71.1616521,42.3920144,-71.1623297
Wilson Avenue,42.4023051,-71.1538896,42.4029242,-71.1541579
Concord Avenue,42.3924019,-71.1639555,42.3921856,-71.1632043
Boulevard Road,42.400519,-71.138404,42.4005454,-71.1381944
Mount Auburn Street,42.3750664,-71.1366124,42.3750605,-71.1364058
First Street,42.3692039,-71.0772589,42.3692641,-71.0772448
Memorial Drive,42.3614582,-71.1159628,42.361867,-71.116003
Pilgrim Street,42.3611959,-71.102447,42.3611279,-71.1023256
Sycamore Street,42.3905461,-71.1238528,42.3903276,-71.1232834
Massachusetts Avenue,42.3876888,-71.1193249,42.3875197,-71.1192728
Blanchard Road,42.3902062,-71.1570275,42.3903023,-71.157035
May Street,42.379214,-71.153713,42.379283,-71.153684
Citizens Place,42.372332,-71.094818,42.372114,-71.094039
Dr. Paul Dudley White Path,42.3721559,-71.1342219,42.371943,-71.1342223
Windsor Street,42.366787,-71.095568,42.367111,-71.095419
Rindge Avenue,42.393478,-71.132896,42.393476,-71.132855
Langdon Street,42.380338,-71.121723,42.380512,-71.121802
Dr. Paul Dudley White Path,42.367038,-71.1349083,42.3670626,-71.1348185
Dunster Street,42.3733104,-71.1186087,42.3732932,-71.1186736
Moulton Street,42.3906144,-71.147783,42.3908241,-71.1478069
Beacon Street,42.3771247,-71.1049509,42.3771712,-71.1049995
Inman Street,42.3733986,-71.1005564,42.371429,-71.10199
Alwife Brook Parkway,42.401281,-71.1363052,42.4013634,-71.1361936
US 3;SR 2,42.3729081,-71.1344843,42.372901,-71.1344259
Land Boulevard,42.3637868,-71.0783028,42.3638953,-71.0782366
Dorothy Road,42.402128,-71.148528,42.402299,-71.14777
Acorn Park,42.3978721,-71.1467291,42.3979067,-71.1467077
Martin Street,42.382721,-71.121629,42.38306,-71.120958
James Way,42.370224,-71.088791,42.370221,-71.088561
Hammond Street,42.380801,-71.114541,42.381201,-71.113641
South Street,42.3745676,-71.0912951,42.3745499,-71.0912454
Belmont Court,42.39575,-71.13282,42.396114,-71.132824
Buckingham Street,42.380842,-71.129639,42.3810025,-71.1291186
Clifton Street,42.397,-71.117096,42.396402,-71.117528
Soldiers Field Road,42.354242,-71.117255,42.354388,-71.11745
Hubbard Park Road,42.37681,-71.131686,42.376813,-71.131321
Concord Avenue,42.385607,-71.13809,42.385253,-71.137275
SR 2,42.3537313,-71.1104032,42.353809,-71.11037
Memorial Drive,42.3534866,-71.1055249,42.353516,-71.105195
Washington Street,42.386436,-71.169405,42.386427,-71.168955
Waterhouse Street,42.3778264,-71.1204738,42.3777883,-71.1203537
Somerville Avenue,42.3886429,-71.1192375,42.3885844,-71.1191219
Pilgrim St.,42.3607676,-71.1018373,42.3604856,-71.1013657
Assembly Square Drive,42.391757,-71.0803407,42.3916385,-71.0803104
I 93,42.3735218,-71.0700014,42.3737792,-71.0704813
Edwin H. Land Boulevard,42.3691946,-71.0732719,42.3691045,-71.0733676
Garden Street,42.384977,-71.131444,42.384777,-71.13119
Alwife Brook Parkway,42.4016106,-71.1359619,42.4019085,-71.135713
Dodge Street,42.364634,-71.112318,42.364824,-71.112318
Chilton Street,42.383799,-71.137444,42.383448,-71.137772
Massachusetts Avenue,42.404169,-71.140239,42.40395,-71.139957
Telford Street,42.3639613,-71.1375865,42.3640302,-71.1376117
Dr. Paul Dudley White Path,42.3545959,-71.0799945,42.3546972,-71.0795762
Dr. Paul Dudley White Path,42.3723505,-71.1322465,42.3723538,-71.1321785
River Street,42.365362,-71.104203,42.3654233,-71.1041175
John F. Kennedy Street,42.3729438,-71.119817,42.3732805,-71.1195404
Blair Place,42.389686,-71.131789,42.390127,-71.131825
Sparks Street,42.378553,-71.130587,42.378201,-71.130333
Jackson Circle,42.392046,-71.135866,42.3920216,-71.1358789
Garden Street,42.376753,-71.122361,42.3769422,-71.1225162
Rice Street,42.394808,-71.128787,42.394521,-71.129253
Avon Place,42.384214,-71.124072,42.384381,-71.123551
Sherman Street,42.388592,-71.132574,42.3886548,-71.1325955
Concord Avenue,42.3909558,-71.1570705,42.3909783,-71.1572658
Brattle Street,42.376014,-71.124719,42.376114,-71.125155
Thorndike Street,42.397064,-71.126012,42.3973135,-71.1257179
Dr. Paul Dudley White Path,42.3659418,-71.1366789,42.3659884,-71.1366213
Fresh Pond Parkway,42.377425,-71.141839,42.37755,-71.142122
Dr. Paul Dudley White Path,42.3609064,-71.1173568,42.3600437,-71.1172255
Norfolk Street,42.3731359,-71.0962381,42.3722542,-71.0967666
Land Boulevard,42.3626287,-71.0783169,42.3627344,-71.0782974
Parker Street,42.379354,-71.1298224,42.379658,-71.128968
Waverly Street,42.354756,-71.107926,42.354733,-71.107751
Dr. Paul Dudley White Path,42.3572229,-71.1151986,42.3574195,-71.1153101
Concord Turnpike,42.3978242,-71.141847,42.3978328,-71.14191
Meadow Way,42.377924,-71.145923,42.377957,-71.145679
Amherst Street,42.3572124,-71.0950735,42.3574597,-71.095228
Pemberton Terrace,42.3912706,-71.1260524,42.3910933,-71.1256839
Seventh Street,42.371743,-71.085532,42.372081,-71.085448
Austin Street,42.3735224,-71.0693899,42.3735958,-71.0692915
Harvard Street,42.370049,-71.10692,42.370008,-71.106777
Washington Street,42.3784656,-71.1055001,42.3785342,-71.1052132
Jackson Circle,42.392083,-71.1357869,42.3920788,-71.1358081
Harvard Street,42.366529,-71.096548,42.36619,-71.095788
Bolton Street,42.390127,-71.131825,42.38996,-71.13097
Massachusetts Avenue,42.37721,-71.119891,42.377546,-71.12001
Memorial Drive,42.3555543,-71.1130694,42.3557831,-71.1135077
Pemberton Street,42.3905923,-71.1290769,42.390502,-71.128242
Coolidge Avenue,42.3684153,-71.1415295,42.368813,-71.1412825
Elm Street,42.3912978,-71.1187641,42.391388,-71.1188781
Harding Street,42.372411,-71.090662,42.372723,-71.090588
Brattle Street,42.377498,-71.132825,42.377429,-71.133381
Acorn Park Road,42.3990982,-71.153673,42.3994355,-71.1536802
Dr. Paul Dudley White Path,42.3670287,-71.1178915,42.3660337,-71.1177275
Oxford Street,42.385182,-71.116126,42.385574,-71.116152
Trull Street,42.394088,-71.104305,42.394801,-71.103806
Cambridge Street,42.3706101,-71.0767619,42.3705824,-71.0765889
Mercer Circle,42.37674,-71.129803,42.377015,-71.129628
Amherst Street,42.3603078,-71.0867111,42.3604217,-71.0863974
Main Street,42.3627241,-71.0899496,42.3626751,-71.0896646
Alewife Reservation Path,42.3975787,-71.1438159,42.3976756,-71.1436329
Main Street,42.362326,-71.085167,42.3622976,-71.0849092
Lawn Street,42.377833,-71.152064,42.377727,-71.152617
May Street,42.379283,-71.153684,42.379309,-71.153655
Dr. Paul Dudley White Path,42.367604,-71.0738545,42.3675525,-71.0738357
Third Street,42.3683804,-71.0805114,42.3689544,-71.080298
Meadow Way,42.378061,-71.144931,42.378169,-71.144818
Medford Street,42.390421,-71.098482,42.390889,-71.098957
Dickinson Street,42.3744105,-71.1013842,42.3743748,-71.1014363
Cardinal Medeiros Avenue,42.3667036,-71.0915377,42.3672459,-71.0912184
Magazine Street,42.363163,-71.106607,42.363243,-71.106521
Cottage Avenue,42.3934,-71.121504,42.393868,-71.12207
Doc Linsky Way,42.364891,-71.0811228,42.3647409,-71.0800058
Concord Avenue,42.386638,-71.140406,42.3865655,-71.1402327
Pearl Street,42.360057,-71.107667,42.359553,-71.108224
Shady Hill Square,42.379393,-71.108615,42.379482,-71.108514
Dr. Paul Dudley White Path,42.3606616,-71.0796867,42.3606616,-71.0799098
Windsor Street,42.36536,-71.096092,42.36619,-71.095788
Shaler Lane,42.3747554,-71.1315691,42.37576,-71.131457
Greenough Boulevard,42.3655452,-71.1436569,42.365547,-71.143451
Mount Auburn Street,42.373078,-71.120878,42.37295,-71.120871
Willard Street,42.376164,-71.127943,42.376651,-71.127714
Gateway Park,42.396115,-71.073683,42.396152,-71.073688
Dudley Street,42.395724,-71.134242,42.395731,-71.133829
Gore Street,42.372251,-71.083721,42.3721977,-71.0833455
Coolidge Avenue,42.3664966,-71.143619,42.3665502,-71.1433136
Howland Street,42.381507,-71.113929,42.381948,-71.114184
Whittemore Avenue,42.3985976,-71.1367044,42.3985831,-71.1364767
Warren Place,42.369906,-71.115099,42.369768,-71.114589
Fitchburg Cutoff Path,42.3955537,-71.1436775,42.395585,-71.1437846
Main Street,42.3622759,-71.0847306,42.3622445,-71.0845258
Day Street,42.394878,-71.124798,42.395367,-71.123955
Alewife Reservation Path,42.3973479,-71.14456,42.3973678,-71.1444678
Concord Avenue,42.383276,-71.132855,42.383127,-71.132537
Irving Street,42.377571,-71.110694,42.377381,-71.110629
Lafayette Street,42.401042,-71.138404,42.401403,-71.137846
Sixth Street,42.367946,-71.085659,42.368162,-71.0856062
Main Street,42.3627846,-71.0908995,42.3627738,-71.0907708
Washington Street,42.3788389,-71.10402,42.3788566,-71.1039558
Harvard Street,42.3723109,-71.1151538,42.3722905,-71.1150806
Eustis Street,42.383535,-71.113334,42.383724,-71.113076
Galileo Galilei Way,42.3663653,-71.0884845,42.3663247,-71.0886026
Winthrop Street,42.371438,-71.1188635,42.3717571,-71.119621
Norfolk Street,42.366499,-71.100395,42.366231,-71.100592
Linnaean Street,42.384448,-71.121375,42.384495,-71.121164
Alewife Brook Parkway,42.3981898,-71.1416681,42.3981237,-71.141752
Alewife Brook Parkway,42.3886846,-71.1430945,42.3888023,-71.1430576
Soldiers Field Road,42.3686938,-71.1304288,42.3689981,-71.1303285
Dr. Paul Dudley White Path,42.3687784,-71.1311121,42.368931,-71.1310282
Eliot Bridge,42.3714065,-71.1335067,42.3719881,-71.1322358
Shore Drive,42.3989495,-71.0879865,42.3988287,-71.0882547
Hammond Street,42.380874,-71.116395,42.380827,-71.115694
Dr. Paul Dudley White Path,42.366306,-71.1160499,42.366849,-71.1161437
Harvey Street,42.3972554,-71.1305541,42.3972337,-71.1306114
Poplar Road,42.382695,-71.143027,42.382521,-71.142898
Henry Street,42.355219,-71.108222,42.3549899,-71.1067245
Acorn Park,42.3985611,-71.1536523,42.3984494,-71.1536255
Beech Path,42.3882274,-71.1492153,42.3880293,-71.1489659
Elm Street,42.373426,-71.095137,42.373842,-71.094955
Dr. Paul Dudley White Path,42.3622811,-71.1458326,42.3625663,-71.1454228
Dr. Paul Dudley White Path,42.3658824,-71.1367916,42.3659114,-71.1367291
Davenport Street,42.3894526,-71.1199769,42.390046,-71.11889
Dr. Paul Dudley White Path,42.3536896,-71.1104773,42.3536896,-71.1105889
I 93,42.398858,-71.09289,42.398605,-71.092583
First Street,42.3651968,-71.0781974,42.3658801,-71.0780373
Taylor Road,42.387955,-71.160172,42.388206,-71.160106
Hemlock Road,42.380693,-71.132228,42.38077,-71.131853
Wendell Street,42.381739,-71.1196757,42.3817866,-71.1197964
Garden Street,42.3826008,-71.1272782,42.3827002,-71.1273749
Cambridge Street,42.3754568,-71.1145701,42.375471,-71.114293
Storrow Drive,42.350654,-71.095368,42.35065,-71.095567
Brattle Street,42.377706,-71.130808,42.377598,-71.131227
Soldiers Field Road,42.3688497,-71.1305134,42.3687293,-71.1305603
Medford Street,42.376189,-71.088948,42.37582,-71.08878
Grove Street,42.384529,-71.159235,42.385092,-71.15961
Norfolk Street,42.371021,-71.097529,42.3720449,-71.0969125
Assembly Square Drive,42.3963134,-71.0816051,42.3956403,-71.0814203
Upland Road,42.385691,-71.128513,42.385294,-71.128192
Dr. Paul Dudley White Path,42.3538547,-71.1029547,42.3536644,-71.1035726
Dr. Paul Dudley White Path,42.3663846,-71.0687381,42.366678,-71.0684209
Dr. Paul Dudley White Path,42.3515313,-71.0929493,42.3516004,-71.0927578
Kendall Street,42.3636654,-71.0819154,42.3636507,-71.0819391
Dr. Paul Dudley White Path,42.3571899,-71.0741692,42.3572374,-71.0741435
Sunset Road,42.393162,-71.157041,42.393365,-71.157162
Greenough Boulevard,42.3715512,-71.1346746,42.371722,-71.1346684
Highland Avenue,42.388176,-71.102696,42.387907,-71.1019
Mount Auburn Street,42.3748161,-71.1382653,42.3748326,-71.1379964
Meadow Way,42.377316,-71.143782,42.377289,-71.144118
Seventh Street,42.372081,-71.085448,42.372244,-71.08535
Concord Avenue,42.3885763,-71.1431646,42.3886291,-71.1432216
Third Street,42.3644628,-71.0831239,42.3650925,-71.0827668
Dr. Paul Dudley White Path,42.3536669,-71.0823833,42.3538925,-71.0815654
Massachusetts Avenue,42.3890294,-71.1196368,42.3892118,-71.1197695
Brattle Street,42.37542,-71.123086,42.37554,-71.123323
Maple Avenue,42.374066,-71.103424,42.373418,-71.103937
Athenaeum Street,42.364081,-71.080164,42.3642243,-71.0812749
Erie Street,42.357505,-71.1035368,42.3575919,-71.1036815
Rindge Avenue,42.392533,-71.126464,42.3925916,-71.1252393
Massachusetts Avenue,42.3655783,-71.1040128,42.3659762,-71.1046832
Cambridge Street,42.3705675,-71.0764682,42.3705543,-71.0763316
Back Street,42.3503892,-71.093991,42.3504121,-71.0937368
Washington Street,42.3793292,-71.0994631,42.3793412,-71.099292
Orchard Street,42.390046,-71.11889,42.3905367,-71.119434
Alpine Street,42.385253,-71.137275,42.38567,-71.136947
Ellington Road,42.395388,-71.119371,42.395629,-71.119182
Green Street,42.3652617,-71.1050198,42.3657089,-71.1057398
Concord Avenue,42.3879725,-71.1429042,42.3880597,-71.1429739
Dr. Paul Dudley White Path,42.3717164,-71.1321294,42.3717839,-71.1321912
Concord Turnpike,42.3998703,-71.1493178,42.3996644,-71.1486318
Saint Saveur Court,42.377416,-71.154043,42.377753,-71.153988
Monsignor O'Brien Highway,42.3719487,-71.0786678,42.3718599,-71.0784618
Soldiers Field Road,42.3621661,-71.145506,42.362331,-71.145318
Brattle Circle,42.3756491,-71.1414867,42.3756228,-71.1414599
Banks Street,42.368258,-71.114734,42.368611,-71.114726
Dr. Paul Dudley White Path,42.3621353,-71.0729797,42.3622512,-71.072992
Dr. Paul Dudley White Path,42.3617412,-71.1466074,42.3617577,-71.1465803
Pleasant Street,42.365376,-71.1066088,42.3650816,-71.1069624
Cambridge Street,42.374645,-71.107881,42.374526,-71.107061
Washington Street,42.3782853,-71.1063731,42.3783083,-71.1062487
Community Path,42.368756,-71.065737,42.368851,-71.065284
Carver Street,42.381774,-71.112459,42.38226,-71.112989
Cambridge Street,42.376381,-71.119388,42.376367,-71.119429
Elmwood Street,42.398124,-71.128264,42.398395,-71.127944
Broadway,42.3620447,-71.0829882,42.3620018,-71.0827174
Concord Avenue,42.38263,-71.131456,42.38241,-71.131023
Plympton Street,42.3723264,-71.1165614,42.3727162,-71.1163905
West Kendall Street,42.364976,-71.0817556,42.3646627,-71.0818355
Alewife Greenway Path,42.398315,-71.1425187,42.3982149,-71.1426652
Massachusetts Avenue,42.396006,-71.1287431,42.395638,-71.128332
Brattle Street,42.37623,-71.125646,42.376322,-71.126004
Blanchard Road,42.394026,-71.158211,42.394429,-71.15834
Washington Street,42.386476,-71.161589,42.386499,-71.161061
Fitchburg Cutoff Path,42.3959887,-71.1584102,42.3959893,-71.158489
Dr. Paul Dudley White Path,42.3536452,-71.1101254,42.3536515,-71.1101855
Sparks Street,42.378908,-71.13084,42.378553,-71.130587
Everett Street,42.379935,-71.118996,42.379915,-71.118516
Muller Avenue,42.400923,-71.132914,42.400525,-71.132373
Alewife Brook Parkway,42.3939662,-71.1404787,42.3941012,-71.1405305
Broadway,42.372056,-71.107947,42.37184,-71.107397
