-71.0800224123;42.360692037;[[0.0198, [16, 198, 1427]], [0.0082, [2, 82, 995]]];['-71.0796198369', '42.360704808', '-71.0800224123', '42.360692037', 'Memorial Dr', 'Memoria_Dr_23', '2227.0', '2226.0', 'Dr\n']
-71.1210641145;42.3788685057;[[0.1951, [63, 1951, 3]], [0.0248, [264, 248, 31]]];['-71.1210641145', '42.3788685057', '-71.1210209829', '42.3788461092', 'Follen St', 'Follen_St_2', '753.0', '794.0', 'St\n']
-71.1210209829;42.3788461092;[[0.1191, [421, 1191, 50]], [0.2719, [182, 2719, 351]]];['-71.1210641145', '42.3788685057', '-71.1210209829', '42.3788461092', 'Follen St', 'Follen_St_2', '753.0', '794.0', 'St\n']
-71.0831604636;42.3707245969;[[0.0661, [50, 661, 46]], [0.027, [18, 270, 9]]];['-71.0831604636', '42.3707245969', '-71.0833033349', '42.3707429511', 'Otis St', 'Otis_St_5', '1362.0', '1344.0', 'St\n']
-71.0833033349;42.3707429511;[[0.0002, [27, 2, 129]], [0.0406, [7, 406, 2]]];['-71.0831604636', '42.3707245969', '-71.0833033349', '42.3707429511', 'Otis St', 'Otis_St_5', '1362.0', '1344.0', 'St\n']
-71.1187490212;42.3743657671;[[0.0171, [649, 171, 525]], [0.0062, [5, 62, 1296]]];['-71.1187490212', '42.3743657671', '-71.1187404756', '42.3743897769', 'Peabody St', 'Peabody_St_1', '1072.0', '994.0', 'St\n']
-71.1187404756;42.3743897769;[[0.0171, [649, 171, 525]], [0.0062, [5, 62, 1296]]];['-71.1187490212', '42.3743657671', '-71.1187404756', '42.3743897769', 'Peabody St', 'Peabody_St_1', '1072.0', '994.0', 'St\n']
-71.1042429708;42.3654592798;[[0.1069, [143, 1069, 5]], [0.0333, [742, 333, 84]]];['-71.1042429708', '42.3654592798', '-71.1043022074', '42.365406907', 'Western Ave', 'Western_Ave_14', '1706.0', '1733.0', 'Ave\n']
-71.1043022074;42.365406907;[[0.1069, [143, 1069, 5]], [0.0333, [742, 333, 84]]];['-71.1042429708', '42.3654592798', '-71.1043022074', '42.365406907', 'Western Ave', 'Western_Ave_14', '1706.0', '1733.0', 'Ave\n']
-71.1105703088;42.3773279672;[[0.0072, [0, 72, 1858]], [0.0527, [11, 527, 1282]]];['-71.1105703088', '42.3773279672', '-71.1105855273', '42.3773397946', 'Irving St', 'Irving_St_3', '907.0', '826.0', 'St\n']
-71.1105855273;42.3773397946;[[0.0072, [0, 72, 1858]], [0.0527, [11, 527, 1282]]];['-71.1105703088', '42.3773279672', '-71.1105855273', '42.3773397946', 'Irving St', 'Irving_St_3', '907.0', '826.0', 'St\n']
